Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320244;MULTIEIXO 2628E 8X4;D;;;;; R$ 161.250,00 ; R$ 147.973,00 ; R$ 135.789,00 ; R$ 126.332,00 ; R$ 118.094,00 ; R$ 112.653,00 ; R$ 101.617,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320243;CARGO 815 E TOPLINE;D;;;;;; R$ 73.133,00 ; R$ 68.632,00 ; R$ 63.124,00 ; R$ 60.550,00 ; R$ 58.454,00 ; R$ 54.725,00 ; R$ 50.489,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320250;CARGO 2422 E MAGICA;D;;;;;; R$ 105.702,00 ; R$ 99.729,00 ; R$ 85.523,00 ; R$ 81.104,00 ; R$ 76.591,00 ; R$ 74.321,00 ; R$ 70.128,00 ; R$ 66.789,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320241;CARGO 2632 E;D;;;;;;;; R$ 126.514,00 ; R$ 119.270,00 ; R$ 114.665,00 ; R$ 109.025,00 ; R$ 98.909,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320251;CARGO 4432E TOPLINE;D;;;;;;;;;; R$ 56.747,00 ; R$ 53.507,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320239;CARGO 2422 E;D;;;;; R$ 111.315,00 ; R$ 105.705,00 ; R$ 100.378,00 ; R$ 85.834,00 ; R$ 81.196,00 ; R$ 76.777,00 ; R$ 74.370,00 ; R$ 69.817,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;329203;CARGO 2425;D;;;;;;;;;;;;;;; R$ 74.782,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320237;CARGO 2932 E;D;;;;;;;;; R$ 133.771,00 ; R$ 122.147,00 ; R$ 117.228,00 ; R$ 107.946,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320236;CARGO 4432 E;D;;;;;;;;;; R$ 59.585,00 ; R$ 53.540,00 ; R$ 49.880,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320235;CARGO 2622 E;G;;;;;; R$ 114.602,00 ; R$ 108.060,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320234;CARGO 5032 E;D;;;;;;;;; R$ 119.294,00 ; R$ 112.458,00 ; R$ 102.502,00 ; R$ 95.543,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320233;CARGO 2831;D;;;;;;;;;;;; R$ 96.736,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305901;F4000 SS;G;;;;;;;;;;;;;; R$ 45.930,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320242;CARGO 2628 E;D;;;; R$ 130.499,00 ; R$ 125.870,00 ; R$ 121.405,00 ; R$ 113.136,00 ; R$ 106.662,00 ; R$ 101.938,00 ; R$ 95.096,00 ; R$ 84.544,00 ; R$ 80.084,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320261;CARGO CIOATO 815 E;D;;;;;;; R$ 77.845,00 ;;; R$ 62.937,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320271;CARGO 4031 MOURA;D;;;;;;;;;;;;;; R$ 61.617,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320270;C2422E PMERECHIM 82;D;;;;;; R$ 117.115,00 ; R$ 104.988,00 ; R$ 93.052,00 ;; R$ 84.897,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320269;C2622E PMERECHIM 84;D;;;;;;;; R$ 128.230,00 ; R$ 119.447,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320268;CARGO 4331 MOURA;D;;;;;;;;;;;;; R$ 54.665,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320267;CARGO 4331 TOPLINE;D;;;;;;;;;;;; R$ 57.927,00 ; R$ 53.411,00 ; R$ 49.130,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320266;CARGO BELP SL;D;; R$ 123.539,00 ; R$ 113.078,00 ; R$ 103.854,00 ; R$ 99.342,00 ; R$ 95.680,00 ; R$ 86.313,00 ; R$ 83.217,00 ; R$ 79.454,00 ; R$ 75.241,00 ;; R$ 68.082,00 ; R$ 61.605,00 ; R$ 57.331,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320265;CARGO 2428E TRIELED;D;;;;;;; R$ 109.047,00 ; R$ 94.659,00 ; R$ 90.372,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320249;CARGO 712;D;;;;; R$ 64.465,00 ; R$ 60.774,00 ; R$ 57.294,00 ; R$ 54.622,00 ; R$ 53.002,00 ; R$ 49.213,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320262;CHAPEMEC CARGO;D;;;;;;;;;;;;; R$ 63.539,00 ; R$ 61.268,00 ; R$ 56.379,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320230;FORD CARGO 1830;D;;;;;;;;;; R$ 110.515,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320260;CARGO CIOATO 2422 E;D;;;;;; R$ 106.016,00 ; R$ 102.166,00 ; R$ 90.798,00 ;;;;; R$ 72.410,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320259;CARGO CIOATO 4532 E;D;;;;;;;; R$ 66.640,00 ; R$ 63.437,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320258;CARGO CIOATO 2428 E;D;;;;;; R$ 113.836,00 ; R$ 107.817,00 ; R$ 102.835,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320257;C2422 PMERECHIM 8X2;D;;;;;; R$ 116.694,00 ;;; R$ 95.563,00 ;;;; R$ 80.060,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320255;C5032 PMERECHIM 8X4;D;;;;;;;;;; R$ 113.547,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320254;CARGO 4532E TOPLINE;D;;;;;;; R$ 64.601,00 ; R$ 63.437,00 ; R$ 57.716,00 ; R$ 56.161,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320253;CARGO 2422E TOPLINE;D;;;;; R$ 109.262,00 ; R$ 103.014,00 ; R$ 92.918,00 ; R$ 81.941,00 ; R$ 77.491,00 ; R$ 74.126,00 ; R$ 70.958,00 ; R$ 67.894,00 ; R$ 64.813,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320252;CARGO 2428E TOPLINE;D;;;;; R$ 110.206,00 ; R$ 105.385,00 ; R$ 100.774,00 ; R$ 87.071,00 ; R$ 83.135,00 ; R$ 78.395,00 ; R$ 74.491,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320263;CARGO 2628E MASTER;D;;;;;; R$ 129.776,00 ; R$ 122.830,00 ; R$ 112.742,00 ; R$ 107.676,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305915;FORD F-350 AWD;D;;;;;;;;; R$ 87.924,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320232;CARGO 5031;D;;;;;;;;;;;; R$ 111.649,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320204;CARGO 1217;D;;;;;;;;;;;;;;; R$ 46.507,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320010;C 4532 E EQUIPG CA;D;;;;;;;;; R$ 84.238,00 ; R$ 80.970,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;308721;FORD F350 X3B 4X4;D;;;; R$ 64.437,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;308720;Ford Cargo 915 PETROBR;D;;;;;;;;; R$ 68.340,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;308717;FORD F350 XL 4X2;D;;;;;;;;;;;;;; R$ 37.610,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;308716;FORD F650;D;;;;;;;;;;;; R$ 62.174,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320207;CARGO 815 MU;D;;;;;;;;;;;;;;; R$ 43.409,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305999;F4000;G;;;;;;;;;;;;; R$ 49.173,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320208;CARGO 815 RHINUS800;D;;;;;;;;;;;; R$ 48.795,00 ; R$ 45.601,00 ; R$ 44.492,00 ; R$ 43.271,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305914;F4000 MASCARELLO;D; R$ 93.086,00 ; R$ 88.654,00 ; R$ 84.433,00 ;; R$ 78.871,00 ; R$ 74.478,00 ;;;;;; R$ 44.518,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305913;NTRUCKS F4000 CLASS;D;;;;;; R$ 73.901,00 ; R$ 69.549,00 ; R$ 64.542,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305911;F4000 RANGEL CAM CD;D;;; R$ 113.668,00 ;;; R$ 100.267,00 ; R$ 94.543,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305910;F4000 4X4;D;;;;; R$ 75.658,00 ; R$ 71.332,00 ; R$ 65.015,00 ; R$ 63.778,00 ; R$ 60.533,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305909;F4000 VIDA AMB;D;;;;;; R$ 70.538,00 ;;;;; R$ 54.402,00 ;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305908;F350G TERRITORIO4X4;D;;;;;; R$ 84.083,00 ; R$ 75.261,00 ;; R$ 59.922,00 ; R$ 54.411,00 ; R$ 52.342,00 ; R$ 47.758,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305907;F350D TERRITORIO4X4;D;;;;;;; R$ 53.585,00 ; R$ 50.650,00 ; R$ 48.837,00 ; R$ 46.274,00 ; R$ 44.527,00 ; R$ 41.924,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320273;MULTIEIXO 2428E 8X4;D;;;;; R$ 134.109,00 ; R$ 129.658,00 ; R$ 125.354,00 ; R$ 110.947,00 ; R$ 106.639,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;306099;F600;G;;;;;; R$ 71.788,00 ;;;;;; R$ 61.716,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320217;CARGO 1717;G;;;;;;;;;;;;; R$ 48.348,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320228;CARGO 815 E;G;;;;;;; R$ 68.917,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320226;MULTIEIXO C2622 8X4;D;;;;;;;;;; R$ 89.354,00 ;;;; R$ 73.164,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320225;CARGO 815 S;D;;;;;;;;;;;; R$ 49.277,00 ; R$ 45.935,00 ; R$ 44.930,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320224;MULTIEIXO C 2631 4E;D;;;;;;;;;;;; R$ 88.849,00 ; R$ 85.848,00 ; R$ 83.184,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320223;MULTIEIXO C 2626 4E;D;;;;;;;;;;;; R$ 88.556,00 ; R$ 79.617,00 ; R$ 78.819,00 ; R$ 77.502,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320222;CARGO 2421;D;;;;;;;;;;;; R$ 68.589,00 ; R$ 65.323,00 ; R$ 59.735,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320221;CARGO 4331;D;;;;;;;;;;;; R$ 56.650,00 ; R$ 49.191,00 ; R$ 45.251,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320205;CARGO 815;G;;;;;;;;;;;;;;; R$ 42.258,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320218;CARGO 816;D;;;;;;;;;;;;;;; R$ 43.359,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;305904;F4000 G;G;;;;;;;;;;; R$ 45.663,00 ;; R$ 41.554,00 ; R$ 39.689,00 ; R$ 38.313,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320216;CARGO 1731;D;;;;;;;;;;;; R$ 85.413,00 ; R$ 75.529,00 ; R$ 70.784,00 ; R$ 66.986,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320215;CARGO 1721;D;;;;;;;;;;;; R$ 68.948,00 ; R$ 63.244,00 ; R$ 60.705,00 ; R$ 55.334,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320214;CARGO 1722;D;;;;;; R$ 93.039,00 ;;;;;; R$ 68.575,00 ; R$ 65.819,00 ; R$ 62.090,00 ; R$ 57.475,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320213;CARGO 2622;D;;;;;;;;;;;; R$ 82.910,00 ; R$ 79.155,00 ; R$ 73.505,00 ; R$ 70.908,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320212;CARGO 2626;D;;;;;;;;;;;; R$ 90.149,00 ; R$ 79.783,00 ; R$ 78.819,00 ; R$ 77.801,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320211;CARGO 4031;D;;;;;;;;;;;; R$ 67.954,00 ; R$ 61.839,00 ; R$ 56.728,00 ; R$ 54.603,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320210;CARGO 2631;D;;;;;;;;;;;; R$ 86.299,00 ; R$ 86.039,00 ; R$ 83.544,00 ; R$ 78.404,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320209;CARGO 3222;D;;;;;;;;;;;; R$ 71.913,00 ; R$ 65.334,00 ; R$ 61.402,00 ; R$ 55.169,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;Cod.;Modelo;Comb; R$ 2.016,00 ; R$ 2.015,00 ; R$ 2.014,00 ; R$ 2.013,00 ; R$ 2.012,00 ; R$ 2.011,00 ; R$ 2.010,00 ; R$ 2.009,00 ; R$ 2.008,00 ; R$ 2.007,00 ; R$ 2.006,00 ; R$ 2.005,00 ; R$ 2.004,00 ; R$ 2.003,00 ; R$ 2.002,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;320220;CARGO 1521;D;;;;;;;;;;;; R$ 71.569,00 ; R$ 67.520,00 ; R$ 65.037,00 ; R$ 59.477,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349605;CARGO BELP 2429 SL;D;;; R$ 153.521,00 ; R$ 143.624,00 ; R$ 137.134,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349805;CARGO 4331 MAGICA;D;;;;;;;;;;;;; R$ 52.856,00 ; R$ 51.405,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349806;CARGO 4532E MAGICA;D;;;;;;; R$ 71.982,00 ; R$ 68.279,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349600;CARGO 815E BELP SL;D;;;;; R$ 79.031,00 ; R$ 74.744,00 ; R$ 70.176,00 ; R$ 67.900,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349601;CARGO 2422E BELP SL;D;;;;;; R$ 114.266,00 ; R$ 107.807,00 ; R$ 91.436,00 ; R$ 86.555,00 ; R$ 81.935,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349602;CARGO 2428E BELP SL;D;;;;; R$ 116.606,00 ; R$ 112.257,00 ; R$ 108.070,00 ; R$ 99.556,00 ; R$ 93.790,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349808;CARGO 1723 MAGICA;D;;;;; R$ 123.204,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349604;CARGO BELP 1932 SL;D;;;;; R$ 156.574,00 ; R$ 147.620,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;350000;CARGO CHAVANTE BRUT;D;;;;;;;;;;;;; R$ 41.282,00 ; R$ 39.828,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349607;CARGO BELP 2423 SL;D;;;; R$ 139.139,00 ; R$ 127.787,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349800;CARGO 1317 MAGICA;D;;;;;; R$ 80.579,00 ; R$ 77.137,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349801;CARGO 1722E MAGICA;D;;;;;; R$ 97.098,00 ; R$ 90.274,00 ; R$ 87.562,00 ;;;;;; R$ 65.369,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349802;CARGO 2428E MAGICA;D;;;;;; R$ 107.687,00 ; R$ 102.946,00 ; R$ 93.684,00 ; R$ 88.440,00 ; R$ 86.949,00 ; R$ 84.675,00 ; R$ 82.463,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349803;CARGO 815EMAGICA;D;;;;;; R$ 76.561,00 ; R$ 72.311,00 ; R$ 66.181,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349804;CARGO 4432E MAGICA;D;;;;;;;;;; R$ 61.949,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349603;CARGO 4532E BELP SL;D;;;;; R$ 86.784,00 ; R$ 81.822,00 ; R$ 72.669,00 ; R$ 68.786,00 ; R$ 64.207,00 ; R$ 61.903,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;347804;F4000 CIOATO STEEL;D;;;;; R$ 85.126,00 ; R$ 76.647,00 ;; R$ 70.587,00 ; R$ 69.207,00 ;;;; R$ 52.427,00 ; R$ 48.769,00 ; R$ 45.912,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349107;FORD F-150 PLATINUM;G;;; R$ 286.867,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;329101;CARGO 1421;D;;;;;;;;;;;;;;; R$ 61.271,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;349807;CARGO 4030 MAGICA;D;;;;;;;;;;;;;; R$ 69.588,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FORD;347706;C 2626 LIEBHERR HTM;D;;;;;;;;;;;; R$ 89.815,00 ; R$ 79.613,00 ; R$ 75.786,00 ; R$ 74.225,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;347702;C 2425 LIEBHERR HTM;D;;;;;;;;;;;;;;; R$ 77.567,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;347900;TRAILCAR CARGO 4031;D;;;;;;;;;;;;;; R$ 57.618,00 ; R$ 55.438,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;347901;C4031 RODOEIXO CA;D;;;;;;;;;;;;; R$ 72.135,00 ; R$ 69.510,00 ; R$ 66.982,00 
TABELA C - CAMINHOES E TEMPORARIOS;FORD;348405;AUTO LIFE TROIAL4;D;;;;;;;;;; R$ 66.510,00 ;; R$ 58.059,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350403;FOTON AUMARK 1069;D;;;;;; R$ 62.913,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350402;FOTON AUMARK 638ISF140;D;;;;; R$ 63.781,00 ; R$ 60.134,00 ; R$ 59.035,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350404;FOTON AUMARK 1099;D;;;;;; R$ 86.515,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350407;FOTON AUMARK 1099T;D;; R$ 100.844,00 ; R$ 95.088,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350408;FOTON AUMARK 1099T 336;D;;; R$ 94.074,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350400;FOTON ZZT5082 XLC;D;;;;;;;; R$ 47.416,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350101;FOTON AUMARK 938ISF170;D;;;;; R$ 66.165,00 ; R$ 63.437,00 ; R$ 60.822,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;207715;FOTON 1039 3110B I26SS;G;;; R$ 87.931,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FOTON;350406;FOTON AUMARK 1099T 380;D;;; R$ 95.088,00 ; R$ 88.431,00 ;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FREIGHTLINER;342601;FREIGHTLINER 532 FL70;D;;;;;;;;;;;;;; R$ 56.872,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;FREIGHTLINER;342602;FREIGHTLINER SPORT 106;D;;;;;;; R$ 97.446,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;FREIGHTLINER;342600;FREIGHTLINER;D;;;;;;;;;;;;; R$ 85.296,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;342502;CHEVROLET K3500;D;;;;;;;;;; R$ 93.588,00 ; R$ 74.782,00 ; R$ 61.339,00 ; R$ 50.314,00 ; R$ 41.269,00 ; R$ 33.851,00 
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;331299;CHEVROLET 22000;G;;;;;;;;;;;; R$ 42.761,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308016;GM SILVERADO K3500 LTZ;D;;;; R$ 268.896,00 ;; R$ 245.223,00 ;; R$ 223.634,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308015;GM SILVERADO K3500 HD;D;;;;;;;; R$ 118.569,00 ;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308014;GM SILVERADO K3500 HD;D;;;;;;;;;;;; R$ 93.155,00 ;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308013;GM SILVERADO K3500;D;;;;;;;;;;;;; R$ 102.158,00 ;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308010;GM SILVERADO K2500 HD;D;;;;;;;;;;;;; R$ 75.762,00 ;; R$ 65.231,00 
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;320107;GM SILVERADO 3500HDLTZ;D;;;;;;; R$ 195.582,00 ;; R$ 135.436,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;320105;GM SILVERADO HD;D;;;;;;;;;;;;;; R$ 42.803,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;320104;GM SILVERADO 2500HDLTZ;D;;;; R$ 126.357,00 ;;;; R$ 105.099,00 ; R$ 92.725,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;320103;GM SILVERADO 2500HD;D;;;;;;;;;; R$ 75.516,00 ;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;308816;GMC SIERRA K2500;D;;;;;;;;; R$ 112.689,00 ;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GM - CHEVROLET;320106;GM SILVERADO 2500 HD;D;;;;;;; R$ 143.622,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GMC;308820;GMC SIERRA 2500HD DENA;D;;;;; R$ 187.823,00 ; R$ 177.082,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GMC;308819;GMC SIERRA 3500HD DENA;D;;;;;; R$ 187.705,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;GMC;308818;GMC HUMMER STRETCH LIM;G;;;;;;; R$ 188.014,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;HUALING;349901;HUALING CAMC HN4250P43;D;;;;;;; R$ 200.443,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;HYUNDAI;344102;HYUNDAI PORTER GLSELDB;D;;;;;;;;;;;;;; R$ 19.543,00 ;
TABELA C - CAMINHOES E TEMPORARIOS;HYUNDAI;344104;HYUNDAI PORTER GLELLD;D;;;;;;;;;;;;;; R$ 19.423,00 ; R$ 16.697,00 
TABELA C - CAMINHOES E TEMPORARIOS;HYUNDAI;344107;HD 78;D;;;;; R$ 56.738,00 ; R$ 53.494,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;308911;INTERNATIONAL LSTAR HD;D;;; R$ 254.185,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;349427;CNHTC HOWO A7B;D;;;;;; R$ 207.372,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345723;4400 6X4;D;;;;; R$ 132.800,00 ; R$ 125.206,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345729;9800P7 6X4;G;;; R$ 252.548,00 ;;;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345728;9800P7 6X2;D;;; R$ 233.997,00 ; R$ 221.047,00 ; R$ 208.814,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345727;4400P7 6X4;D;;; R$ 164.173,00 ; R$ 158.714,00 ; R$ 153.337,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345725;4400P7 4X2;D;; R$ 145.086,00 ;; R$ 134.245,00 ; R$ 126.893,00 ;;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345722;4400 4X2;D;;;;;; R$ 104.534,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345721;4400 6X2;D;;;; R$ 142.126,00 ; R$ 134.013,00 ; R$ 126.363,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345720;9800I 6X4;D;;;;; R$ 236.370,00 ; R$ 222.852,00 ; R$ 218.655,00 ;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345708;4900 4X2;D;;;;;;;;;;;;;;; R$ 61.950,00 
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345719;9800I 6X2;D;;;;; R$ 211.230,00 ; R$ 201.172,00 ;;;;;;;;;
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345715;4700 4X2;D;;;;;;;;;;;;;;; R$ 47.958,00 
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345714;9800 6X4;D;;;;;;;;; R$ 109.800,00 ;;;;;; R$ 70.982,00 
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345713;9800 4X2;D;;;;;;;;;;;;;;; R$ 73.306,00 
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345710;4900 6X4;D;;;;;;;;;;;;;;; R$ 64.720,00 
TABELA C - CAMINHOES E TEMPORARIOS;INTERNATIONAL;345726;4400P7 6X2;D;; R$ 149.324,00 ; R$ 141.064,00 ; R$ 137.200,00 ; R$ 132.212,00 ;;;;;;;;;;
