Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIYANG;007702;LIYANG KZUKI KN250-A;G;;;;;;;; R$ 5.446,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LIYANG;007700;LIYANG KZUKI KN150-4;G;;;;;;;; R$ 3.144,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LMF;018900;LMF DPCTX ZQTD388 500W;G;;;;;;; R$ 2.543,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LMF;018901;LMF DPCTX ZQTD690 1500;G;;;;;;; R$ 2.139,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LML;029401;LML STAR DELUXE 150-4S;G;;;;; R$ 12.223,00 ; R$ 11.005,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LML;029402;LML STAR DELUXE 200-4S;G;;;; R$ 8.870,00 ; R$ 8.371,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LML;029404;LML STAR 125 4S CVT;G;;; R$ 9.673,00 ; R$ 9.074,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LML;029405;LML STAR 200-4S;G;;;; R$ 8.624,00 ; R$ 8.139,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028356;LONCIN SCOOTER LX125;G;;;;;;;;; R$ 4.762,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028340;LONCIN US1 BLITZ;G;;;;; R$ 2.642,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028346;LONCIN ITALIKA XT50;G;;; R$ 3.402,00 ; R$ 3.190,00 ; R$ 3.075,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028347;LONCIN LX150 30A;G;;;;; R$ 5.422,00 ; R$ 5.112,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028351;LONCIN HG50 JL150-23;G;;;;; R$ 3.637,00 ; R$ 3.455,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028352;LONCIN LX150 30A SPITZ;G;;;;; R$ 4.048,00 ; R$ 3.817,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028353;LONCIN ITALIKA 250 Z;G;;; R$ 9.680,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028338;LONCIN DANK DC110;G;;;;; R$ 3.062,00 ; R$ 2.966,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028329;LONCIN ITALIKA ST50;G;;;; R$ 3.188,00 ; R$ 3.000,00 ; R$ 2.892,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028355;LONCIN ITALIKA 150 Z;G;;; R$ 5.620,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028304;LONCIN LX150 GY 4B;G;;;;;;;;;;;; R$ 2.430,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028354;LONCIN ITALIKA XTS 50;G;;; R$ 4.320,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028315;LONCIN ITALIKA FT150;G;;; R$ 5.907,00 ; R$ 5.425,00 ; R$ 4.981,00 ; R$ 4.758,00 ; R$ 4.385,00 ; R$ 4.042,00 ; R$ 3.920,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028318;LONCIN ITALIKA AT110;G;;;; R$ 3.563,00 ; R$ 3.459,00 ; R$ 3.170,00 ; R$ 2.762,00 ; R$ 2.545,00 ; R$ 2.346,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028317;LONCIN ITALIKA DS150;G;;;;;;; R$ 4.437,00 ; R$ 4.075,00 ; R$ 3.755,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028316;LONCIN ITALIKA FT125;G;;;; R$ 2.967,00 ; R$ 2.826,00 ; R$ 2.691,00 ; R$ 2.621,00 ; R$ 2.254,00 ; R$ 2.035,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028309;LONCIN LX150 T C;G;;;;;;;; R$ 3.435,00 ; R$ 3.088,00 ; R$ 2.975,00 ; R$ 2.693,00 ; R$ 2.521,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028308;LONCIN LX200 2I;G;;;;;;;;; R$ 3.726,00 ; R$ 3.599,00 ; R$ 3.440,00 ; R$ 3.067,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028307;LONCIN LX125 26;G;;;;;;;; R$ 2.399,00 ; R$ 2.240,00 ; R$ 1.944,00 ; R$ 1.878,00 ; R$ 1.638,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028306;LONCIN LX150 6 II;G;;;;;;;;;;; R$ 2.435,00 ; R$ 2.265,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028305;LONCIN LX250 8J;G;;;;;;;;; R$ 7.468,00 ; R$ 7.082,00 ; R$ 6.815,00 ; R$ 6.191,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028332;LONCIN DANK DT150;G;;;;; R$ 5.353,00 ; R$ 4.917,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028302;LONCIN LX250 8;G;;;;;;;; R$ 6.960,00 ; R$ 6.222,00 ; R$ 5.901,00 ; R$ 5.523,00 ; R$ 5.160,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028331;LONCIN DANK DC50;G;;;;; R$ 2.691,00 ; R$ 2.211,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028303;LONCIN LX110 3DI;G;;;;;;;; R$ 2.153,00 ; R$ 2.022,00 ; R$ 1.980,00 ; R$ 1.920,00 ; R$ 1.679,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONCIN;028337;LONCIN DANK DS150;G;;;;;; R$ 4.374,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONGJIA;000425;LONGJIA BEE MONACO;G;; R$ 3.609,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LONGJIA;000424;LONGJIA LJ125T A B88;G;;;;;; R$ 2.368,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;001503;MIZA BEE LJ50Q;G;;;; R$ 2.916,00 ; R$ 2.677,00 ; R$ 2.627,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031309;LUOJIA 125 SOLMAK TRCA;G;;;;;;;;; R$ 2.128,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031308;LUOJIA 125 SOLMAK TRCF;G;;;;;;;;; R$ 1.992,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031305;LUOJIA LJ125 MIZA EASY;G;;;;; R$ 2.943,00 ; R$ 2.786,00 ; R$ 2.637,00 ; R$ 2.489,00 ; R$ 2.247,00 ; R$ 1.916,00 ; R$ 1.835,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031303;LUOJIA LJ150-2MI ZAFAST;G;;;;;;;; R$ 2.717,00 ; R$ 2.419,00 ; R$ 2.120,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031300;LUOJIA LJ110 10;G;;;;;;;;;; R$ 1.978,00 ; R$ 1.875,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031301;LUOJIA LJ125-6;G;;;;;;;;; R$ 2.029,00 ; R$ 1.812,00 ; R$ 1.705,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031302;LUOJIA LJ150T-7 MIZA;G;;;;;;;;;; R$ 2.278,00 ; R$ 2.189,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOJIA;031304;LUOJIA LJ150-7MIZADRAG;G;;;;;;;;; R$ 4.219,00 ; R$ 4.031,00 ; R$ 3.801,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;LUOYAN;031307;LUOYAN XF-250ZH;G;;;;;;;;; R$ 7.744,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MAGRAO;038900;MT7 CHOPPER;G;; R$ 36.296,00 ; R$ 30.756,00 ; R$ 29.467,00 ; R$ 27.888,00 ; R$ 22.469,00 ; R$ 20.913,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023708;MALAGUTI PASSWORD 250;G;;;;;;;;;;;; R$ 7.019,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023711;MALAGUTI CENTRO 160;G;;;;;;;;; R$ 5.334,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023706;MALAGUTI PH MAX 250;G;;;;;;;;;;;; R$ 11.498,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023709;MALAGUTI SP MAX GT500;G;;;;;;;;;;;; R$ 11.544,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023707;MALAGUTI CIAK MAST 200;G;;;;;;;;;;; R$ 5.882,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MALAGUTI;023710;MALAGUTI MADISON 250;G;;;;;;;;; R$ 12.173,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;"MEITIAN
MOTOCAR";034902;MEITIAN MOTOCAR MCF150;G;;;;; R$ 8.795,00 ; R$ 8.293,00 ; R$ 7.221,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;"MEITIAN
MOTOCAR";034901;MEITIAN MOTOCAR MCA150;G;;;;; R$ 7.519,00 ; R$ 7.203,00 ; R$ 6.900,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;"MEITIAN
MOTOCAR";034900;MEITIAN MT150T 6B;G;;;;;;;;; R$ 3.038,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MENGDELI;011800;MENGDELI KD 250MB2;G;;;;;;; R$ 8.691,00 ; R$ 8.358,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MENGDELI;011801;MENGDELI AP1000;G;;;;;;; R$ 3.622,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MICROUSI;036500;BRABEZA STRET;G;; R$ 4.030,00 ;; R$ 3.656,00 ; R$ 3.497,00 ; R$ 3.321,00 ; R$ 3.201,00 ; R$ 3.062,00 ; R$ 2.938,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MON;099999;PROTOTIPO;G;;;;;;;; R$ 2.214,00 ;;;;; R$ 1.214,00 ; R$ 1.051,00 ; R$ 857,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTIVE;029800;MOTIVE ALANMOTORSPGO O;G;;;; R$ 8.392,00 ; R$ 7.920,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006805;MGUZZI BR CALIF JACKAL;G;;;;;;;;;;;;;;; R$ 18.070,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006801;MGUZZI BR CALIFORNIA S;G;;;;;;;;;;;;;;; R$ 20.223,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006807;MOTOGUZZI V7 RACER;G;;; R$ 47.298,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006806;MGUZZI GRISO 8V;G;;;;;;;; R$ 31.746,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006802;MGUZZI BR V11 SPORT;G;;;;;;;;;;;;;;; R$ 28.011,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;006808;MOTOGUZZI V7 SCRAMBLER;G;; R$ 53.339,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;028201;MOTO GUZZI V7;G;;;;;;;;; R$ 31.891,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;028206;MOTO GUZZI V7 RACE;G;;;;; R$ 40.912,00 ; R$ 38.572,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTO GUZZI;028202;MOTO GUZZI STELVIO;G;;;;;;;;; R$ 21.157,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTOCAR;039303;MCA200;G;; R$ 10.678,00 ; R$ 9.807,00 ; R$ 9.006,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTOCAR;039302;MCF200;G; R$ 15.181,00 ; R$ 14.292,00 ; R$ 12.768,00 ; R$ 10.159,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTOCAR;039301;MTX150;G; R$ 12.765,00 ; R$ 10.257,00 ; R$ 9.473,00 ; R$ 8.949,00 ; R$ 8.895,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTOLIFE;039900;MOTOLIFE MOTORINO 150S;G;;;; R$ 7.445,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTOVI;008499;50;G;;;;;;;;;;; R$ 2.176,00 ; R$ 1.996,00 ; R$ 1.762,00 ; R$ 1.554,00 ; R$ 1.371,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTTUS;028700;MOTTOCA SX;G;;;; R$ 2.062,00 ; R$ 1.946,00 ;;; R$ 1.404,00 ; R$ 1.349,00 ; R$ 1.137,00 ; R$ 1.085,00 ; R$ 969,00 ; R$ 876,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MOTTUS;028701;MOTTOCA CGO;G;;;;;;;;;;;; R$ 1.467,00 ; R$ 1.410,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MTL;016600;MTL DPCTX EB023 1500W;G;;;;;;; R$ 3.880,00 ; R$ 3.800,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MULLER;030100;TR 18;G; R$ 3.771,00 ; R$ 2.828,00 ; R$ 2.597,00 ; R$ 2.385,00 ; R$ 2.244,00 ; R$ 2.146,00 ; R$ 1.812,00 ; R$ 1.618,00 ; R$ 1.526,00 ; R$ 1.466,00 ; R$ 1.366,00 ; R$ 1.299,00 ; R$ 1.248,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031055;F3 800;G;; R$ 49.012,00 ; R$ 46.287,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020249;BRUTALE 1090RR;G;;;; R$ 38.148,00 ; R$ 33.493,00 ; R$ 32.361,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020233;MV AGUSTA F4 1000R;G;;;;;;; R$ 39.433,00 ;;; R$ 37.295,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020234;MV AGUSTA F4 1000SENNA;G;;;;;;;;;; R$ 55.251,00 ; R$ 53.475,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020235;MV AGUSTA BRUTALE 910R;G;;;;;;;;; R$ 32.347,00 ; R$ 30.577,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020238;MV AGUSTA F4 R 312 11;G;;;;;;;;; R$ 38.759,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020240;MV AGUSTA BRUTALE 989R;G;;;;;;;; R$ 35.440,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020241;MV AGUSTA F4 1078RR1 1;G;;;;;;;; R$ 37.251,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020246;MV AGUS BRUTALE 1090RR;G;;;;;;; R$ 41.637,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020232;MV AGUSTA BRUTALE 910S;G;;;;;;;;; R$ 25.415,00 ; R$ 24.322,00 ; R$ 23.774,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020248;MV AGUSTA BRUT 1090RR;G;;;;;;; R$ 38.206,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020237;MV AGUSTA F4 1000 RR;G;;;;;;;;;; R$ 42.149,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020250;BRUTALE 1090R;G;;;; R$ 28.626,00 ; R$ 27.263,00 ; R$ 25.966,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020251;F4 1000R;G;;; R$ 43.107,00 ; R$ 39.279,00 ; R$ 37.489,00 ; R$ 36.534,00 ;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020252;MV AGUSTA F3;G;;;; R$ 42.474,00 ; R$ 40.700,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020253;MV AGUSTA F3 SERIE ORO;G;;;; R$ 122.318,00 ; R$ 115.435,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020256;BRUTALE RR ABS;G;; R$ 45.658,00 ; R$ 41.933,00 ; R$ 38.148,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020257;BRUTALE 800;G;; R$ 37.005,00 ; R$ 35.185,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;028100;MV AGUSTA F4 BRUTALE;G;;;;;;;;;; R$ 25.932,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020247;MV AGUSTA F4;G;;;; R$ 42.474,00 ;;; R$ 39.495,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031054;RIVALE 800;G;; R$ 44.690,00 ; R$ 40.781,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031036;MV AGUSTA F4 312R;G;;;;;;;;; R$ 38.480,00 ; R$ 34.959,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031043;MV AGUSTA F4 RR;G;;;; R$ 64.050,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031052;F4 RR;G;; R$ 73.561,00 ; R$ 69.894,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020239;MV AGUSTA BRUT 1078 RR;G;;;;;;;; R$ 37.410,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;031053;F4;G;; R$ 46.934,00 ; R$ 44.255,00 ;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020231;MV AGUSTA F4 1000R 1 1;G;;;;;;;;;; R$ 28.653,00 ; R$ 27.765,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020224;MV AGUSTA F4 750     ( Prata );G;;;;;;;;;;;;;;; R$ 36.402,00 
TABELA E - MOTOCICLETAS E CICLOMOTORES;MV AGUSTA;020230;MV AGUSTA BRUTALE 750;G;;;;;;;;;;;;; R$ 23.238,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;028402;MVK MA 100 3B;G;;;;;;;;;;; R$ 1.689,00 ; R$ 1.584,00 ;; R$ 1.398,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;028408;MVK FOX 110;G;;;;;;; R$ 2.791,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;028400;MVK MA 125 GY;G;;;;;;;;;;; R$ 2.135,00 ; R$ 2.033,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;028401;MVK MA 125 7;G;;;;;;;;;;; R$ 2.324,00 ; R$ 2.184,00 ;; R$ 2.103,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;028403;MVK MA 100 3;G;;;;;;;;;;; R$ 1.981,00 ; R$ 1.771,00 ; R$ 1.703,00 ; R$ 1.639,00 ;
TABELA E - MOTOCICLETAS E CICLOMOTORES;MVK;027702;MVK HALLEY 150;G;;;;;;;;;;; R$ 3.883,00 ; R$ 3.688,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NAZAXX;032626;NAZAXX SPORT 48CC;G;;;;; R$ 2.691,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NAZAXX;032625;NAZAXX MAX 48CC;G;;;;; R$ 2.691,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NEGRINI;000004;NEGRINI;G;;;;; R$ 2.930,00 ; R$ 2.781,00 ;; R$ 2.473,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NINGBO;035271;NINGBO TD005 2000W;G;;;; R$ 3.268,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NIPPONIA;029700;NIPPONIA VORREI150NB15;G;;;; R$ 4.719,00 ; R$ 4.454,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;NORTON;007000;NORTON DOMINATOR SS;G;; R$ 26.530,00 ;;;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036700;PANYU KAZUKI KZ 125-5;G;;;;;;;;;; R$ 3.606,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036705;PANYU BR110 19;G;;;;;;;; R$ 1.933,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036709;PANYU BR125 19;G;;;;;;; R$ 3.885,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036706;PANYU BR125 2C;G;;;;;;;; R$ 3.313,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036704;PANYU BR200 ZH;G;;;;;;; R$ 6.380,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036703;PANYU KAZUKI KZ 200-GY;G;;;;;;;;; R$ 3.353,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036701;PANYU KAZUKI KZ 110-7A;G;;;;;;;;;; R$ 2.344,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036707;PANYU BR150 2C;G;;;;;;;; R$ 2.689,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036708;PANYU SACHS MADASS 125;G;;;;;;; R$ 4.433,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036719;PANYU FYM 100;G;;;;;;;; R$ 2.020,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PANYU;036702;PANYU KAZUKI KZ 150-GY;G;;;;;;;;; R$ 3.097,00 ;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PEUGEOT;020822;PEUGEOT JET FORCE 125;G;;;;;;;;;;;; R$ 2.809,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007213;VESPA LX 150;G;;;; R$ 12.355,00 ; R$ 11.630,00 ; R$ 10.947,00 ; R$ 9.611,00 ; R$ 8.996,00 ; R$ 8.393,00 ; R$ 7.829,00 ; R$ 7.305,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;008908;PIAGGIO APRILIA RSV4-F;G;;;; R$ 77.608,00 ;;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;008909;PIAGGIO VESPA GTS 300S;G;;;;; R$ 21.806,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;017930;PIAGGIO APRILIA RSV4-R;G;;;; R$ 65.457,00 ; R$ 62.340,00 ; R$ 59.372,00 ; R$ 53.150,00 ;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;017933;PIAGGIO APRILIA SRV850;G;;;; R$ 39.593,00 ; R$ 38.274,00 ;;;;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007207;PIAGGIO BEVERLY 500;G;;;;;;;;;;;;; R$ 11.379,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007208;PIAGGIO NGR MC3 DD;G;;;;;;;;;;;;; R$ 3.775,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007209;PIAGGIO 250 D;G;;;;;;;;;;;;; R$ 7.821,00 ;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007210;VESPA 150CC ET4;G;;;;;;;;;;;; R$ 8.159,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007211;VESPA GTS 250;G;;;;; R$ 20.326,00 ; R$ 19.164,00 ; R$ 17.557,00 ; R$ 16.085,00 ; R$ 14.737,00 ; R$ 13.501,00 ; R$ 11.811,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007212;PIAGGIO BEVERLY 250;G;;;;;;;;;; R$ 9.874,00 ; R$ 9.335,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007230;PIAGGIO MP3 250;G;;;;;;;; R$ 19.435,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007223;PIAGGIO LTB;G;;;;;;;;; R$ 8.130,00 ; R$ 7.457,00 ;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;008911;PIAGGIO VESPA;G;;;;;;;;;;;; R$ 8.130,00 ;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007214;PIAGGIO BEVERLY 500;G;;;;;;;;;;; R$ 13.025,00 ;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007231;PIAGGIO MP3 400;G;;;;;;;; R$ 21.441,00 ;;;;;;;
TABELA E - MOTOCICLETAS E CICLOMOTORES;PIAGGIO;007232;PIAGGIO BEVERLY 300 T;G;;;;; R$ 20.616,00 ; R$ 19.438,00 ; R$ 16.095,00 ; R$ 15.678,00 ;;;;;;;
